sentence,label
"the company s transportation business is conducted through florida rock  tank lines , which is a southeastern transportation company concentrating in the hauling by motor carrier of liquid and dry bulk commodities .",1
"the liquid handling segment offers laboratory equipment and accessories , including mechanical and electronic pipettes , and disposable tips used in the research institutions , universities , and hospitals , as well as in the pharmaceutical , food , and other industries under the biohit brand .",1
"berling capital , umo capital and veikko laine are the biggest shareholders in amanda capital .",1
"finnish broadband data communication systems provider teleste oyj hel  tlt1v said yesterday it returned to a net profit of eur 2.7 million usd 3.8 m for the first nine months of 2010 versus a net loss of eur 579,000 for the same period of 2009 .",2
basware business transactions service enables the customer to receive and send invoices in an electronic format .,1
atria said its offer would give the swedish company continued ownership and control of its slaughtering and cutting operations .,1
insurance policies should be simple .,1
"last week , the finnish metals and technology group announced plans to sell more than 80 percent of its technology unit to further the company s strategic goal of becoming the world s largest stainless steel maker .",2
"the restructuring creates a more efficient organization with increased operational focus and stable profitability , and leads to more efficient production , said bo annvik , head of specialty stainless .",2
"lassila  tikanoja s operating profit excluding non-recurring and imputed items for the second quarter was eur11 .3 m , down from eur13 .8 m a year ago .",0
"the order includes a new crecent former , headbox , and reel .",1
"last year the company raised its turnover to approximately 7 million litas eur 2 mln , from 6.1 million litas in 2004 .",2
"the gross area of the innova 2 project will be about 10,000 sq m  107,600 sq ft  .",1
"agricultural newspaper maaseudun tulevaisuus had 318,000 readers , representing a decrease of 6 % .",0
"the remaining amount will be funded through debt , the danish bank said .",1
"price talk is in the mid-market swaps plus 105 bps area and the leads are barclays , bnpp , ubs and cba .",1
"in the third quarter of 2007 , net sales totaled eur 25.95 mn , and operating profit eur 3.88 mn .",1
group net sales in the third quarter of 2007 totaled eur 142.3 mn and operating profit eur 4.3 mn .,1
the event can also be viewed as a live webcast at www.cargotec.com .,1
"raute posted a net profit of 1.8 mln euro $ 2.6 mln for the third quarter of 2007 , compared to a net loss of 299,000 euro $ 430,000 for the corresponding period of 2006 .",2
"section  regional news - the demand in finnair s asian traffic , measured in passenger kilometers , was up 34.9 % in august compare to last year .",2
operating profit totaled eur 17.7 mn compared to eur 17.6 mn in the corresponding period in 2007 .,2
the share subscription period for c options will commence on 1 september 2008 and expire on 31 march 2011 .,1
"turun kaupunkin , finland based company has awarded contract to lemminkainen talotekniikka oy for electrical installation work .",2
"quarterly diluted eps on continuing operations came in at 0.21 eur , compared with last year s 0.12 eur .",2
"according to finnish metso minerals , the value of the company s orders has gone up to eur 1.9 bn in 12 months .",2
net sales fell by 5 % from the previous accounting period .,0
"the company , which has eur2 .8 bn in assets , counts among its five largest shareholders finnish insurers ilmarinen 4.34 % and varma 0.70 % , as well as the finnish state pension fund ver 0.61 % .",1
finnair believes the strike will cause it daily net losses in excess of eur 2mn due to canceled reservations and passenger re-routing .,0
the divested activities had net sales of eur 145.1 million in 2009 and an operating profit of eur 8.9 million .,1
pretax loss totalled eur 162.3 mn compared to a profit of eur 253.5 mn in 2007 .,0
"it is part of the development of the world-class magnetite deposit at karara , which has the known potential for over 30 million metric tons of annual processing of magnetite over its estimated 30-year life .",1
the contract is for next year .,1
"chs expo freight is a major finnish fair , exhibition and culture logistics company that provides logistics services to various events by land , air and sea .",1
operating profit excluding non-recurring items was eur 7.8 million compared to eur 11.2 million .,0
uponor maintains its full-year guidance for 2010 .,1
"operating loss was eur 179mn , compared to a loss of eur 188mn in the second quarter of 2009 .",2
the value of the order is usd 2.3 mn .,1
the company s board of directors will propose a dividend of eur 0.14 for 2008 at the annual general meeting .,1
the company expects net sales to significantly increase from 2009 .,2
"cablevision systems corp. cvc their madison square garden division owns and operates the new york knickerbockers basketball team  they also own the madison square garden arena , the new york rangers hockey team , the new york liberty women s basketball team , and the hartford wolf pack hockey team .",1
the firm builds components for mobile phones and other communications products .,1
"operating profit excluding non-recurring items amounted to eur 40.6 mn , down from eur 57.3 mn year-on-year .",0
"key shareholders of finnish it services provider tietoenator oyj on friday rejected a hostile eur1 .08 billion $ 1.67 billion offer from buyout shop nordic capital , giving new life to a possible counter offer from blackstone group lp and norwegian telecom telenor asa .",2
